CERT,CHCLASS1,CITYST,COST,FAILDATE,FIN,ID,NAME,Asset,QBFDEP,RESTYPE,RESTYPE1,SAVR,AssetinBil
23360,N,"SIOUX FALLS, SD",,11/23/2008,0,3581,"CITIBANK (SOUTH DAKOTA), N.A.","77,737,957.00",42356986,FAILURE,OBAM,DIF,77.737957
58180,N,"SIOUX FALLS, SD",,11/23/2008,0,3582,DEPARTMENT STORES NATIONAL BANK,"374,903.00",300881,FAILURE,OBAM,DIF,0.374903
16490,NM,"LOGANVILLE, GA",335062,11/21/2008,10022,3575,THE COMMUNITY BANK,"634,901.00",603733,FAILURE,PA,DIF,0.634901
28344,SB,"POMONA, CA",258807,11/21/2008,10024,3576,PFF BANK & TRUST,"3,715,433.00",2393845,FAILURE,PA,DIF,3.715433
30968,SL,"NEWPORT BEACH, CA",151232,11/21/2008,10023,3577,"DOWNEY SAVINGS AND LOAN ASSOCIATION, F.A.","12,779,371.00",9653169,FAILURE,PA,DIF,12.779371
23595,NM,"SAN DIEGO, CA",148255,11/7/2008,10020,3573,SECURITY PACIFIC BANK,"527,959.00",456472,FAILURE,PA,DIF,0.527959
26870,SI,"HOUSTON, TX",615993,11/7/2008,10021,3574,"FRANKLIN BANK, SSB","5,089,260.00",3692887,FAILURE,PA,DIF,5.08926
57930,NM,"BRADENTON, FL",113456,10/31/2008,10019,3572,FREEDOM BANK,"270,842.00",256793,FAILURE,PA,DIF,0.270842
58241,NM,"ALPHARETTA, GA",211264,10/24/2008,10018,3571,ALPHA BANK & TRUST,"354,090.00",344231,FAILURE,PI,DIF,0.35409
13789,NM,"ELDRED, IL",16618,10/10/2008,10017,3569,MERIDIAN BANK,"38,223.00",36090,FAILURE,PA,DIF,0.038223
57654,NM,"NORTHVILLE, MI",56318,10/10/2008,10016,3570,MAIN STREET BANK,"112,368.00",98934,FAILURE,PA,DIF,0.112368
32633,SB,"HENDERSON, NV",0,9/25/2008,10015,3568,WASHINGTON MUTUAL BANK,"307,021,614.00",188260793,FAILURE,PA,DIF,307.021614
6782,SB,"NORTHFORK, WV",38290,9/19/2008,10014,3567,"AMERIBANK, INC.","103,965.00",100901,FAILURE,PA,DIF,0.103965
34194,NM,"HENDERSON, NV",722757,9/5/2008,10013,3566,SILVER STATE BANK,"1,957,120.00",1733091,FAILURE,PI,DIF,1.95712
35469,NM,"ALPHARETTA, GA",465942,8/29/2008,10012,3565,INTEGRITY BANK,"1,107,514.00",962456,FAILURE,PA,DIF,1.107514
22728,NM,"TOPEKA, KS",334277,8/22/2008,10011,3564,THE COLUMBIAN BANK AND TRUST COMPANY,"735,071.00",620354,FAILURE,PI,DIF,0.735071
57523,NM,"BRADENTON, FL",95555,8/1/2008,10010,3563,FIRST PRIORITY BANK,"258,610.00",226698,FAILURE,PI,DIF,0.25861
27011,N,"RENO, NV",716026,7/25/2008,10008,3561,FIRST NATIONAL BANK OF NEVADA,"3,411,145.00",3038053,FAILURE,PA,DIF,3.411145
57961,N,"NEWPORT BEACH, CA",92139,7/25/2008,10009,3562,FIRST HERITAGE BANK N.A.,"255,376.00",234812,FAILURE,PA,DIF,0.255376
29730,SL,"PASADENA, CA",12031040,7/11/2008,10007,3560,INDYMAC BANK F.S.B,"30,698,512.00",18941727,FAILURE,PI,DIF,30.698512
12736,N,"STAPLES, MN",10305,5/30/2008,10006,3559,"FIRST INTEGRITY BANK, N.A.","52,916.00",50178,FAILURE,PA,DIF,0.052916
33901,N,"BENTONVILLE, AR",1025204,5/9/2008,10005,3558,ANB FINANCIAL NATIONAL ASSOCIATION,"1,895,545.00",1815691,FAILURE,PI,DIF,1.895545
1971,NM,"HUME, MO",3755,3/7/2008,10004,3557,HUME BANK,"18,682.00",13566,FAILURE,PI,DIF,0.018682
24660,N,"KANSAS CITY, MO",7157,1/25/2008,10003,3556,DOUGLASS NATIONAL BANK,"52,824.00",50250,FAILURE,PA,DIF,0.052824
16848,NM,"LAKEVIEW, OH",28394,10/4/2007,10002,3555,MIAMI VALLEY BANK,"125,362.00",119601,FAILURE,PI,DIF,0.125362
32575,SB,"ALPHARETTA, GA",119608,9/28/2007,10001,3554,NETBANK,"2,473,806.00",2290046,FAILURE,PI,DIF,2.473806
35353,SI,"PITTSBURGH, PA",9438,2/2/2007,10000,3553,METROPOLITAN SAVINGS BANK,"15,760.00",14540,FAILURE,PI,DIF,0.01576
1249,SM,"EPHRAIM, UT",2998,6/25/2004,4665,3552,BANK OF EPHRAIM,"56,774.00",52329,FAILURE,PI,BIF,0.056774
26778,NM,"WHITE PLAINS, NY",919,3/19/2004,4664,3551,RELIANCE BANK,"28,637.00",27881,FAILURE,PA,BIF,0.028637
26838,N,"TALLAHASSEE, FL",0,3/12/2004,4663,3550,GUARANTY NATIONAL BANK,"71,280.00",65614,FAILURE,PA,BIF,0.07128
31330,SB,"NEWARK, NJ",0,2/14/2004,6006,3549,DOLLAR SAVINGS BANK,"13,408.00",10909,FAILURE,PO,SAIF,0.013408
27203,SI,"PHILADELPHIA, PA",679,11/14/2003,4662,3548,PULASKI SAVINGS BANK,"8,487.00",9058,FAILURE,PA,BIF,0.008487
11639,N,"BLANCHARDVILLE, WI",12788,5/9/2003,4661,3547,THE FIRST NATIONAL BANK OF BLANCHARDVILLE,"34,536.00",28760,FAILURE,PI,BIF,0.034536
27094,NM,"TORRANCE, CA",49179,2/7/2003,4660,3546,SOUTHERN PACIFIC BANK,"904,294.00",864160,FAILURE,PI,BIF,0.904294
16445,NM,"CHENEYVILLE, LA",12205,12/17/2002,4659,3545,THE FARMERS BANK & TRUST OF CHENEYVILLE,"35,317.00",32103,FAILURE,PI,BIF,0.035317
9961,NM,"ALAMO, TN",9316,11/8/2002,4658,3544,BANK OF ALAMO,"58,454.00",52157,FAILURE,PO,BIF,0.058454
33784,SM,"ATLANTA, GA",1326,9/30/2002,4657,3543,AMTRADE INTERNATIONAL BANK OF GEORGIA,"92,144.00",73205,FAILURE,PO,BIF,0.092144
29355,SB,"CHICAGO, IL",274,6/27/2002,6005,3542,UNIVERSAL FSB,"51,628.00",40340,FAILURE,PI,SAIF,0.051628
19183,NM,"STAMFORD, CT",53784,6/26/2002,4656,3541,CONNECTICUT BANK OF COMMERCE,"384,172.00",344416,FAILURE,PI,BIF,0.384172
34979,SM,"SHELBY TOWNSHIP, MI",4440,3/28/2002,4655,3540,NEW CENTURY BANK,"21,091.00",18902,FAILURE,PO,BIF,0.021091
26652,N,"BOCA RATON, FL",,3/1/2002,4654,3539,NET FIRST NATIONAL BANK,"37,207.00",31601,FAILURE,PI,BIF,0.037207
22314,N,"PHOENIX, AZ",164047,2/7/2002,4653,3538,NEXTBANK,"700,180.00",551297,FAILURE,PO,BIF,0.70018
8966,SM,"OAKWOOD, OH",63600,2/1/2002,4652,3537,OAKWOOD DEPOSIT BANK,"72,267.00",60168,FAILURE,PI,BIF,0.072267
22002,NM,"SIERRA BLANCA, TX",4574,1/18/2002,4651,3536,BANK OF SIERRA BLANCA,"10,764.00",9914,FAILURE,PI,BIF,0.010764
24382,N,"MIAMI, FL",101748,1/11/2002,4650,3535,"HAMILTON BANK, NATIONAL ASSOCIATION","1,409,496.00",1298731,FAILURE,PI,BIF,1.409496
34248,N,"GRAVETTE, AR",4206,9/7/2001,4649,3534,SINCLAIR NATIONAL BANK,"29,792.00",26054,FAILURE,PI,BIF,0.029792
32646,SB,"HINSDALE, IL",286673,7/27/2001,6004,3533,"SUPERIOR BANK, FSB","1,765,455.00",1609501,FAILURE,PI,SAIF,1.765455
6629,N,"MALTA, OH",769,5/3/2001,4648,3532,MALTA NATIONAL BANK,"9,075.00",8728,FAILURE,PA,BIF,0.009075
34264,NM,"MANCHESTER, NH",817,2/2/2001,4647,3531,FIRST ALLIANCE BANK AND TRUST CO,"17,438.00",16931,FAILURE,PA,BIF,0.017438
3815,N,"METROPOLIS, IL",2670,12/14/2000,4646,3530,NATIONAL STATE BANK OF METROPOLIS,"90,397.00",71277,FAILURE,PI,BIF,0.090397
21029,NM,"HONOLULU, HI",400,10/13/2000,4645,3529,BANK OF HONOLULU,"63,890.00",59037,FAILURE,PI,BIF,0.06389
338,NM,"FALKNER, MS",14592,9/29/2000,4644,3528,BANK OF FALKNER,"85,485.00",77140,FAILURE,PI,BIF,0.085485
10985,NM,"ALMELUND, MN",1363,7/14/2000,4643,3527,TOWN & COUNTRY BANK OF ALMELUND,"25,942.00",26667,FAILURE,PI,BIF,0.025942
25056,N,"RIDGECREST, CA",617,6/2/2000,4642,3526,MONUMENT NATIONAL BANK,"7,923.00",7680,FAILURE,PA,BIF,0.007923
27886,SB,"ATLANTA, GA",1322,3/10/2000,6003,3525,MUTUAL FEDERAL SAVINGS BANK OF ATLANTA,"31,479.00",32234,FAILURE,PA,SAIF,0.031479
14228,NM,"CARLISLE, IA",11574,1/14/2000,4641,3524,HARTFORD-CARLISLE SB,"105,044.00",68549,FAILURE,PI,BIF,0.105044
